,rank,bib,name,country,sex,division,divisionType,finDivPos,finSexPos,finOvrPos,isDNF,swimLegTime,swimNetTime,t1LegTime,t1NetTime,bikeLegTime,bikeNetTime,t2LegTime,t2NetTime,finishLegTime,finishNetTime
708,709.0,1263,Mariano Cesar Diaz,ARG,M,M40-44,AG,111.0,576.0,625.0,False,00:45:06.598,00:45:06.598,00:05:52.042,00:50:58.64,03:04:56.723,03:55:55.363,00:03:59.835,03:59:55.198,01:50:03.237,05:49:58.435
709,710.0,148,Daniel Labarca,USA,M,M60-64,AG,7.0,577.0,626.0,False,00:38:07.164,00:38:07.164,00:06:41.246,00:44:48.41,02:48:57.039,03:33:45.449,00:04:36.843,03:38:22.292,02:11:40.179,05:50:02.471
710,711.0,636,Camilo Andres Chaparro Preciado,COL,M,M40-44,AG,112.0,578.0,627.0,False,00:48:11.577,00:48:11.577,00:07:35.18,00:55:46.757,02:41:33.273,03:37:20.03,00:04:48.504,03:42:08.534,02:07:58.444,05:50:06.978
711,712.0,1091,Alejandra Otarola Veas,CHI,F,F35-39,AG,14.0,50.0,628.0,False,00:34:09.926,00:34:09.926,00:05:24.178,00:39:34.104,03:07:00.864,03:46:34.968,00:04:02.019,03:50:36.987,01:59:40.448,05:50:17.435
712,713.0,1374,Fernando Orellana,CHI,M,M45-49,AG,100.0,579.0,629.0,False,00:33:57.245,00:33:57.245,00:08:35.781,00:42:33.026,02:44:11.844,03:26:44.87,00:05:23.039,03:32:07.909,02:18:15.245,05:50:23.154
713,714.0,691,Juan Rubio Cornejo,CHI,M,M50-54,AG,66.0,580.0,630.0,False,00:47:13.362,00:47:13.362,00:04:41.527,00:51:54.889,02:49:13.758,03:41:08.647,00:08:32.539,03:49:41.186,02:00:46.76,05:50:27.946
714,715.0,798,Francisco Galdames,CHI,M,M40-44,AG,113.0,581.0,631.0,False,00:49:50.854,00:49:50.854,00:06:12.837,00:56:03.691,02:57:09.664,03:53:13.355,00:03:21.687,03:56:35.042,01:54:09.831,05:50:44.873
715,716.0,435,Sebastian Salveraglio,URU,M,M45-49,AG,101.0,582.0,632.0,False,00:39:39.884,00:39:39.884,00:06:51.994,00:46:31.878,02:58:07.801,03:44:39.679,00:04:40.305,03:49:19.984,02:01:30.045,05:50:50.029
716,717.0,747,Christhofer Guillermo Goldberg Pietrasanta,CHI,M,M30-34,AG,105.0,583.0,633.0,False,00:42:14.826,00:42:14.826,00:05:09.482,00:47:24.308,02:51:38.793,03:39:03.101,00:04:28.762,03:43:31.863,02:07:21.291,05:50:53.154
717,718.0,446,Sebastián Yévenes,CHI,M,M40-44,AG,114.0,584.0,634.0,False,00:43:14.138,00:43:14.138,00:05:53.384,00:49:07.522,02:51:53.949,03:41:01.471,00:09:13.629,03:50:15.10,02:00:56.167,05:51:11.267
718,719.0,297,Javiera Barros Labra,CHI,F,F35-39,AG,15.0,51.0,635.0,False,00:36:12.043,00:36:12.043,00:06:09.941,00:42:21.984,02:50:07.941,03:32:29.925,00:04:42.223,03:37:12.148,02:14:08.854,05:51:21.002
719,720.0,687,Rodrigo Sánchez,CHI,M,M35-39,AG,100.0,585.0,636.0,False,00:42:12.097,00:42:12.097,00:07:07.386,00:49:19.483,02:48:00.031,03:37:19.514,00:04:02.254,03:41:21.768,02:10:11.092,05:51:32.86
720,721.0,1427,Rodolfo Valades,MEX,M,M45-49,AG,102.0,586.0,637.0,False,00:45:36.679,00:45:36.679,00:06:09.094,00:51:45.773,02:54:50.558,03:46:36.331,00:04:32.481,03:51:08.812,02:00:36.483,05:51:45.295
721,722.0,1145,Jorge Gonzalez,CHI,M,M55-59,AG,15.0,587.0,638.0,False,00:36:32.45,00:36:32.45,00:07:09.541,00:43:41.991,02:51:21.434,03:35:03.425,00:06:59.492,03:42:02.917,02:09:50.401,05:51:53.318
722,723.0,514,Paola Valle Roa,CHI,F,F35-39,AG,16.0,52.0,639.0,False,00:42:49.843,00:42:49.843,00:05:49.246,00:48:39.089,02:52:03.398,03:40:42.487,00:04:06.598,03:44:49.085,02:07:07.416,05:51:56.501
723,724.0,323,Luis Enrique Pizani Orellana,CHI,M,M40-44,AG,115.0,588.0,640.0,False,00:49:06.807,00:49:06.807,00:06:14.387,00:55:21.194,02:57:21.207,03:52:42.401,00:03:49.555,03:56:31.956,01:55:39.514,05:52:11.47
724,725.0,1489,Sylvia Reyes Castro,CHI,F,F55-59,AG,2.0,53.0,641.0,False,00:36:12.227,00:36:12.227,00:04:41.569,00:40:53.796,03:02:10.238,03:43:04.034,00:04:34.547,03:47:38.581,02:04:45.831,05:52:24.412
725,726.0,849,Gustavo Vilches Chacana,CHI,M,PC,PC,2.0,2.0,2.0,False,00:48:44.276,00:48:44.276,00:08:15.715,00:56:59.991,02:50:21.359,03:47:21.35,00:06:14.262,03:53:35.612,01:58:48.846,05:52:24.458
726,727.0,850,Mauricio Rubio Márquez,CHI,M,MGuide,GUIDE,1.0,1.0,1.0,False,00:48:44.223,00:48:44.223,00:08:15.881,00:57:00.104,02:50:20.832,03:47:20.936,00:06:15.977,03:53:36.913,01:58:48.053,05:52:24.966
727,728.0,1038,Pedro Reyes Pacheco,CHI,M,M35-39,AG,101.0,589.0,642.0,False,00:42:30.844,00:42:30.844,00:07:33.862,00:50:04.706,02:49:29.133,03:39:33.839,00:06:33.035,03:46:06.874,02:06:18.366,05:52:25.24
728,729.0,1457,Cristian Esteva,CHI,M,M50-54,AG,67.0,590.0,643.0,False,00:44:15.791,00:44:15.791,00:05:58.275,00:50:14.066,02:50:25.015,03:40:39.081,00:08:20.606,03:48:59.687,02:03:27.119,05:52:26.806
729,730.0,328,Pablo Morales,CHI,M,M50-54,AG,68.0,591.0,644.0,False,00:44:11.685,00:44:11.685,00:08:06.58,00:52:18.265,02:54:40.766,03:46:59.031,00:05:00.332,03:51:59.363,02:00:38.303,05:52:37.666
730,731.0,799,Mario Espinoza,CHI,M,M40-44,AG,116.0,592.0,645.0,False,00:37:58.042,00:37:58.042,00:05:36.481,00:43:34.523,02:56:56.492,03:40:31.015,00:04:21.50,03:44:52.515,02:07:50.866,05:52:43.381
731,732.0,586,Rodrigo Alejandro Monares Navarrete,CHI,M,M35-39,AG,102.0,593.0,646.0,False,00:53:49.142,00:53:49.142,00:06:22.279,01:00:11.421,02:49:11.215,03:49:22.636,00:03:23.711,03:52:46.347,02:00:09.346,05:52:55.693
732,733.0,1590,Eduardo Perez Marchant,CHI,M,M45-49,AG,103.0,594.0,647.0,False,00:41:19.944,00:41:19.944,00:08:46.524,00:50:06.468,02:44:25.421,03:34:31.889,00:06:35.075,03:41:06.964,02:11:48.74,05:52:55.704
733,734.0,743,Amanda Willemina Greidanus Schause,BRA,F,F35-39,AG,17.0,54.0,648.0,False,00:36:50.645,00:36:50.645,00:06:46.702,00:43:37.347,02:54:40.91,03:38:18.257,00:06:18.633,03:44:36.89,02:08:20.092,05:52:56.982
734,735.0,1367,Alin Paola Acevedo Rojas,CHI,F,F50-54,AG,4.0,55.0,649.0,False,00:38:32.414,00:38:32.414,00:04:36.132,00:43:08.546,02:52:48.949,03:35:57.495,00:03:43.578,03:39:41.073,02:13:23.233,05:53:04.306
735,736.0,1228,Cristian Arratia,CHI,M,M50-54,AG,69.0,595.0,650.0,False,00:47:11.404,00:47:11.404,00:06:42.263,00:53:53.667,02:57:26.988,03:51:20.655,00:04:08.059,03:55:28.714,01:57:37.201,05:53:05.915
736,737.0,581,Igor Aedo,CHI,M,M40-44,AG,117.0,596.0,651.0,False,00:38:58.351,00:38:58.351,00:06:17.066,00:45:15.417,03:03:10.316,03:48:25.733,00:04:12.32,03:52:38.053,02:00:40.964,05:53:19.017
737,738.0,1329,Elias Lillo,CHI,M,M40-44,AG,118.0,597.0,652.0,False,00:45:03.338,00:45:03.338,00:05:24.395,00:50:27.733,02:59:23.473,03:49:51.206,00:03:51.566,03:53:42.772,02:00:06.151,05:53:48.923
738,739.0,878,Miguel Luis Lagos Fernández,CHI,M,M40-44,AG,119.0,598.0,653.0,False,00:41:52.854,00:41:52.854,00:07:25.739,00:49:18.593,03:05:22.156,03:54:40.749,00:05:26.914,04:00:07.663,01:53:43.229,05:53:50.892
739,740.0,1203,Dafne Celis Sepulveda,CHI,F,F35-39,AG,18.0,56.0,654.0,False,00:45:13.727,00:45:13.727,00:05:20.846,00:50:34.573,03:02:18.824,03:52:53.397,00:04:01.356,03:56:54.753,01:57:02.284,05:53:57.037
740,741.0,1580,Benjamin Mujica,CHI,M,M35-39,AG,103.0,599.0,655.0,False,00:47:35.28,00:47:35.28,00:06:37.789,00:54:13.069,02:52:11.391,03:46:24.46,00:04:58.254,03:51:22.714,02:02:52.244,05:54:14.958
741,742.0,663,Cristian Castillo,CHI,M,M55-59,AG,16.0,600.0,656.0,False,00:45:21.642,00:45:21.642,00:06:47.322,00:52:08.964,02:50:18.14,03:42:27.104,00:05:37.602,03:48:04.706,02:06:17.768,05:54:22.474
742,743.0,664,Alejandro Uribe,CHI,M,M40-44,AG,120.0,601.0,657.0,False,00:40:09.097,00:40:09.097,00:06:56.566,00:47:05.663,02:49:28.609,03:36:34.272,00:05:16.141,03:41:50.413,02:12:37.077,05:54:27.49
743,744.0,896,Marcos Cosme,CHI,M,M30-34,AG,106.0,602.0,658.0,False,00:44:47.97,00:44:47.97,00:04:56.698,00:49:44.668,02:51:09.121,03:40:53.789,00:05:02.437,03:45:56.226,02:08:36.628,05:54:32.854
744,745.0,1216,Chihaig Zhou,CHI,M,M30-34,AG,107.0,603.0,659.0,False,00:44:06.507,00:44:06.507,00:05:47.163,00:49:53.67,03:03:18.231,03:53:11.901,00:05:14.758,03:58:26.659,01:56:17.819,05:54:44.478
745,746.0,788,Javier Ormazabal,CHI,M,M50-54,AG,70.0,604.0,660.0,False,00:40:01.784,00:40:01.784,00:06:16.235,00:46:18.019,02:49:16.23,03:35:34.249,00:04:30.195,03:40:04.444,02:14:42.237,05:54:46.681
746,747.0,1063,Mauricio Marcheto,BRA,M,M35-39,AG,104.0,605.0,661.0,False,00:30:17.312,00:30:17.312,00:07:42.809,00:38:00.121,03:00:40.465,03:38:40.586,00:05:17.687,03:43:58.273,02:10:54.518,05:54:52.791
747,748.0,507,Eduardo Freitas,BRA,M,M50-54,AG,71.0,606.0,662.0,False,00:34:19.121,00:34:19.121,00:12:57.182,00:47:16.303,02:54:19.887,03:41:36.19,00:05:57.399,03:47:33.589,02:07:34.35,05:55:07.939
748,749.0,1494,Dagoberto Pérez Herrera,CHI,M,M55-59,AG,17.0,607.0,663.0,False,00:41:23.353,00:41:23.353,00:07:02.705,00:48:26.058,02:58:30.672,03:46:56.73,00:04:23.836,03:51:20.566,02:03:48.151,05:55:08.717
749,750.0,1354,Victor Marcelo San Martin Hormazabal,CHI,M,M40-44,AG,121.0,608.0,664.0,False,00:45:30.03,00:45:30.03,00:05:39.934,00:51:09.964,02:51:40.114,03:42:50.078,00:03:40.812,03:46:30.89,02:08:38.381,05:55:09.271
750,751.0,1395,Marcelo Munzenmayer,CHI,M,M50-54,AG,72.0,609.0,665.0,False,00:46:27.78,00:46:27.78,00:06:19.153,00:52:46.933,02:43:00.918,03:35:47.851,00:05:07.105,03:40:54.956,02:14:15.448,05:55:10.404
751,752.0,928,Martin Garcia-Huidobro,CHI,M,M18-24,AG,21.0,610.0,666.0,False,00:42:08.80,00:42:08.80,00:07:05.774,00:49:14.574,03:00:32.093,03:49:46.667,00:07:53.426,03:57:40.093,01:57:41.12,05:55:21.213
752,753.0,295,Herman Abarca,CHI,M,M35-39,AG,105.0,611.0,667.0,False,00:30:48.533,00:30:48.533,00:05:09.169,00:35:57.702,02:57:47.828,03:33:45.53,00:03:48.629,03:37:34.159,02:18:02.038,05:55:36.197
753,754.0,887,Javier Fuenteallba Lobos,CHI,M,M45-49,AG,104.0,612.0,668.0,False,00:46:03.352,00:46:03.352,00:07:06.854,00:53:10.206,02:47:22.723,03:40:32.929,00:05:04.875,03:45:37.804,02:09:59.354,05:55:37.158
754,755.0,541,Simón Esteban Pérez Moya,CHI,M,M35-39,AG,106.0,613.0,669.0,False,00:40:35.965,00:40:35.965,00:06:28.612,00:47:04.577,02:45:18.977,03:32:23.554,00:03:47.82,03:36:11.374,02:19:35.846,05:55:47.22
755,756.0,769,Pamela Francisca Gomez Gomez,CHI,F,F30-34,AG,11.0,57.0,670.0,False,00:41:58.911,00:41:58.911,00:08:58.56,00:50:57.471,02:53:16.762,03:44:14.233,00:06:44.773,03:50:59.006,02:05:03.655,05:56:02.661
756,757.0,1587,Cristian Garcia,CHI,M,M45-49,AG,105.0,614.0,671.0,False,00:44:35.381,00:44:35.381,00:07:56.555,00:52:31.936,03:00:56.813,03:53:28.749,00:05:09.187,03:58:37.936,01:57:45.624,05:56:23.56
757,758.0,1246,Pedro Horacio Aedo Arriagada Aedo Arriagada,CHI,M,M40-44,AG,122.0,615.0,672.0,False,00:40:30.376,00:40:30.376,00:04:54.948,00:45:25.324,02:59:38.218,03:45:03.542,00:04:27.496,03:49:31.038,02:07:00.686,05:56:31.724
758,759.0,69,Guillermo Otárola Carcey,CHI,M,M40-44,AG,123.0,616.0,673.0,False,00:44:27.832,00:44:27.832,00:07:43.289,00:52:11.121,02:46:30.792,03:38:41.913,00:09:27.477,03:48:09.39,02:08:45.737,05:56:55.127
759,760.0,1185,Francisco Javier Parada Cordova,CHI,M,M45-49,AG,106.0,617.0,674.0,False,00:37:57.093,00:37:57.093,00:06:06.797,00:44:03.89,02:47:23.934,03:31:27.824,00:04:40.988,03:36:08.812,02:20:52.748,05:57:01.56
760,761.0,638,Daniela Andrea Sáez Gatica,CHI,F,F18-24,AG,3.0,58.0,675.0,False,00:45:51.872,00:45:51.872,00:05:29.014,00:51:20.886,03:04:14.937,03:55:35.823,00:04:40.879,04:00:16.702,01:56:49.151,05:57:05.853
761,762.0,431,Damián Maffioletti,CHI,M,M25-29,AG,57.0,618.0,676.0,False,00:39:28.883,00:39:28.883,00:05:57.155,00:45:26.038,02:58:02.039,03:43:28.077,00:05:44.078,03:49:12.155,02:08:04.76,05:57:16.915
762,763.0,1406,Carlos Prada Alliende,CHI,M,M65-69,AG,3.0,619.0,677.0,False,00:41:32.99,00:41:32.99,00:06:19.314,00:47:52.304,02:51:11.34,03:39:03.644,00:06:46.015,03:45:49.659,02:11:27.678,05:57:17.337
763,764.0,1258,Pablo Torres,COL,M,M25-29,AG,58.0,620.0,678.0,False,00:32:33.296,00:32:33.296,00:05:50.196,00:38:23.492,02:54:07.777,03:32:31.269,00:08:34.195,03:41:05.464,02:16:14.577,05:57:20.041
764,765.0,93,Pablo Syll,CHI,M,M50-54,AG,73.0,621.0,679.0,False,00:45:32.719,00:45:32.719,00:05:41.756,00:51:14.475,02:42:53.02,03:34:07.495,00:09:32.199,03:43:39.694,02:14:00.018,05:57:39.712
765,766.0,1049,Ana María Rain Aillapi,CHI,F,F40-44,AG,13.0,59.0,680.0,False,01:00:02.504,01:00:02.504,00:07:04.987,01:07:07.491,02:53:09.629,04:00:17.12,00:04:03.965,04:04:21.085,01:53:21.815,05:57:42.90
766,767.0,471,Carlos Gomez,CHI,M,M40-44,AG,124.0,622.0,681.0,False,00:49:34.804,00:49:34.804,00:05:34.437,00:55:09.241,03:02:37.148,03:57:46.389,00:03:20.715,04:01:07.104,01:56:37.862,05:57:44.966
767,768.0,308,Maximiliano Marino,CHI,M,M25-29,AG,59.0,623.0,682.0,False,00:39:44.304,00:39:44.304,00:07:39.606,00:47:23.91,03:13:42.546,04:01:06.456,00:04:30.426,04:05:36.882,01:52:23.967,05:58:00.849
768,769.0,1231,Alexis Quintriqueo,CHI,M,M30-34,AG,108.0,624.0,683.0,False,00:40:18.638,00:40:18.638,00:06:50.162,00:47:08.80,02:51:38.125,03:38:46.925,00:04:41.312,03:43:28.237,02:14:33.788,05:58:02.025
769,770.0,845,Jaime Andres Rencoret Escala,CHI,M,M25-29,AG,60.0,625.0,684.0,False,00:39:41.289,00:39:41.289,00:06:53.585,00:46:34.874,02:59:12.30,03:45:47.174,00:06:15.555,03:52:02.729,02:06:00.522,05:58:03.251
770,771.0,1572,Pablo Fleischmann,CHI,M,M40-44,AG,125.0,626.0,685.0,False,00:41:09.579,00:41:09.579,00:05:24.608,00:46:34.187,02:59:19.75,03:45:53.937,00:03:56.664,03:49:50.601,02:08:18.74,05:58:09.341
771,772.0,1416,Alejandro Agüero,CHI,M,M40-44,AG,126.0,627.0,686.0,False,00:46:53.801,00:46:53.801,00:05:43.456,00:52:37.257,02:48:44.719,03:41:21.976,00:03:21.046,03:44:43.022,02:13:28.272,05:58:11.294
772,773.0,1657,Team El Pato Y los Polluelos,CHI,M,MRelay,RELAY,33.0,33.0,58.0,False,00:47:44.955,00:47:44.955,00:04:33.477,00:52:18.432,03:07:03.387,03:59:21.819,00:07:21.137,04:06:42.956,01:51:30.694,05:58:13.65
773,774.0,298,Luciano Castagno,CHI,M,M25-29,AG,61.0,628.0,687.0,False,00:39:50.132,00:39:50.132,00:05:30.566,00:45:20.698,02:53:51.359,03:39:12.057,00:09:08.66,03:48:20.717,02:09:59.526,05:58:20.243
774,775.0,829,Julio Huenur Fernández,CHI,M,M25-29,AG,62.0,629.0,688.0,False,00:42:22.214,00:42:22.214,00:05:47.386,00:48:09.60,02:58:59.903,03:47:09.503,00:03:11.047,03:50:20.55,02:08:00.584,05:58:21.134
775,776.0,1458,Wilson Navea Guzman,CHI,M,M40-44,AG,127.0,630.0,689.0,False,00:47:59.671,00:47:59.671,00:05:00.868,00:53:00.539,02:51:06.132,03:44:06.671,00:04:54.321,03:49:00.992,02:09:23.908,05:58:24.90
776,777.0,779,Rodolfo Riffo,CHI,M,M55-59,AG,18.0,631.0,690.0,False,00:47:31.247,00:47:31.247,00:06:35.792,00:54:07.039,02:51:51.511,03:45:58.55,00:05:11.657,03:51:10.207,02:07:30.279,05:58:40.486
777,778.0,1467,Carlos Escobar,CHI,M,M50-54,AG,74.0,632.0,691.0,False,00:52:14.18,00:52:14.18,00:07:08.933,00:59:23.113,02:51:25.66,03:50:48.773,00:05:01.601,03:55:50.374,02:03:03.155,05:58:53.529
778,779.0,278,Luciano Sebastian Miranda Caro,CHI,M,M40-44,AG,128.0,633.0,692.0,False,00:46:45.43,00:46:45.43,00:05:39.19,00:52:24.62,03:05:36.203,03:58:00.823,00:04:17.848,04:02:18.671,01:56:42.053,05:59:00.724
779,780.0,1366,Pablo Omar Luzuriaga,ARG,M,M55-59,AG,19.0,634.0,693.0,False,00:50:07.808,00:50:07.808,00:07:25.309,00:57:33.117,02:50:09.714,03:47:42.831,00:05:58.77,03:53:41.601,02:05:21.502,05:59:03.103
780,781.0,763,Amanda Fernandez Villaseñor,CHI,F,F55-59,AG,3.0,60.0,694.0,False,00:44:08.464,00:44:08.464,00:06:43.832,00:50:52.296,02:59:14.801,03:50:07.097,00:04:18.761,03:54:25.858,02:04:45.608,05:59:11.466
781,782.0,476,Claudio Neira Gómez,CHI,M,M40-44,AG,129.0,635.0,695.0,False,00:37:42.515,00:37:42.515,00:06:18.351,00:44:00.866,03:02:28.168,03:46:29.034,00:03:17.172,03:49:46.206,02:09:27.116,05:59:13.322
782,783.0,1505,Claudio Castillo Araya,CHI,M,M45-49,AG,107.0,636.0,696.0,False,00:47:57.213,00:47:57.213,00:05:06.075,00:53:03.288,02:53:34.887,03:46:38.175,00:03:18.469,03:49:56.644,02:09:21.565,05:59:18.209
783,784.0,1200,Francisco Mancilla,CHI,M,M30-34,AG,109.0,637.0,697.0,False,00:47:39.373,00:47:39.373,00:05:18.732,00:52:58.105,02:56:29.441,03:49:27.546,00:04:38.00,03:54:05.546,02:05:18.659,05:59:24.205
784,785.0,100,Raul Arratia,CHI,M,M55-59,AG,20.0,638.0,698.0,False,00:36:21.098,00:36:21.098,00:06:10.256,00:42:31.354,03:02:16.461,03:44:47.815,00:04:04.707,03:48:52.522,02:10:42.885,05:59:35.407
785,786.0,689,Carlos Ruiz,CHI,M,M40-44,AG,130.0,639.0,699.0,False,00:41:10.513,00:41:10.513,00:05:40.592,00:46:51.105,03:01:49.50,03:48:40.605,00:08:43.683,03:57:24.288,02:02:16.725,05:59:41.013
786,787.0,591,Jorge Salgado,CHI,M,M45-49,AG,108.0,640.0,700.0,False,00:43:41.237,00:43:41.237,00:04:38.782,00:48:20.019,03:07:54.664,03:56:14.683,00:05:08.16,04:01:22.843,01:58:33.205,05:59:56.048
787,788.0,863,Ignacio Melero,CHI,M,M40-44,AG,131.0,641.0,701.0,False,00:44:31.918,00:44:31.918,00:07:28.312,00:52:00.23,03:05:46.051,03:57:46.281,00:04:14.527,04:02:00.808,01:58:01.038,06:00:01.846
788,789.0,744,Jana Rocha,BRA,F,F35-39,AG,19.0,61.0,702.0,False,00:13:11.827,00:13:11.827,00:36:18.688,00:49:30.515,03:05:41.25,03:55:11.765,00:04:01.731,03:59:13.496,02:00:48.568,06:00:02.064
789,790.0,904,Fabio Franca,BRA,M,M50-54,AG,75.0,642.0,703.0,False,00:40:25.971,00:40:25.971,00:08:23.774,00:48:49.745,03:09:12.528,03:58:02.273,00:04:45.73,04:02:48.003,01:57:18.198,06:00:06.201
790,791.0,58,Wantuil Teixeira,BRA,M,M60-64,AG,8.0,643.0,704.0,False,00:45:06.08,00:45:06.08,00:06:40.095,00:51:46.175,02:53:56.609,03:45:42.784,00:04:30.918,03:50:13.702,02:09:55.288,06:00:08.99
791,792.0,994,Marcelo Jesus Moya Fuentes,CHI,M,M18-24,AG,22.0,644.0,705.0,False,00:41:01.698,00:41:01.698,00:07:26.032,00:48:27.73,02:52:00.227,03:40:27.957,00:04:45.925,03:45:13.882,02:14:56.995,06:00:10.877
792,793.0,1399,Ignacia Larrain,CHI,F,F50-54,AG,5.0,62.0,706.0,False,00:47:22.98,00:47:22.98,00:05:41.53,00:53:04.51,02:57:43.883,03:50:48.393,00:04:41.613,03:55:30.006,02:04:41.487,06:00:11.493
793,794.0,789,Jose Antonio Carrasco Novoa,CHI,M,M40-44,AG,132.0,645.0,707.0,False,00:37:52.137,00:37:52.137,00:06:48.862,00:44:40.999,02:58:57.395,03:43:38.394,00:04:32.574,03:48:10.968,02:12:09.604,06:00:20.572
794,795.0,1290,German Klee,CHI,M,M35-39,AG,107.0,646.0,708.0,False,00:50:29.547,00:50:29.547,00:06:39.492,00:57:09.039,02:49:02.035,03:46:11.074,00:04:03.109,03:50:14.183,02:10:16.479,06:00:30.662
795,796.0,1023,Alvaro Acuna,CHI,M,M45-49,AG,109.0,647.0,709.0,False,00:37:51.487,00:37:51.487,00:04:33.07,00:42:24.557,02:57:22.239,03:39:46.796,00:08:30.859,03:48:17.655,02:12:13.362,06:00:31.017
796,797.0,935,Carlos Anderson,VEN,M,M40-44,AG,133.0,648.0,710.0,False,00:42:49.194,00:42:49.194,00:07:15.04,00:50:04.234,02:47:47.812,03:37:52.046,00:09:21.489,03:47:13.535,02:13:19.283,06:00:32.818
797,798.0,688,Victor Arias,CHI,M,M40-44,AG,134.0,649.0,711.0,False,00:55:41.088,00:55:41.088,00:06:56.915,01:02:38.003,02:36:47.817,03:39:25.82,00:06:08.672,03:45:34.492,02:14:59.424,06:00:33.916
798,799.0,1620,Team Vero Coraggio,CHI,M,MRelay,RELAY,34.0,34.0,59.0,False,00:33:56.726,00:33:56.726,00:03:33.277,00:37:30.003,02:49:31.313,03:27:01.316,00:02:51.816,03:29:53.132,02:30:52.709,06:00:45.841
799,800.0,1617,Team Duckteam1,CHI,MF,MFRelay,RELAY,21.0,21.0,60.0,False,00:52:14.011,00:52:14.011,00:04:14.277,00:56:28.288,03:12:05.387,04:08:33.675,00:02:35.437,04:11:09.112,01:49:42.71,06:00:51.822
800,801.0,815,Stefan Schaffer,GER,M,M40-44,AG,135.0,650.0,712.0,False,00:40:33.984,00:40:33.984,00:05:37.078,00:46:11.062,03:01:43.211,03:47:54.273,00:04:41.996,03:52:36.269,02:08:34.10,06:01:10.369
801,802.0,558,Mauricio Eastman,CHI,M,M60-64,AG,9.0,651.0,713.0,False,00:41:37.60,00:41:37.60,00:06:19.957,00:47:57.557,02:56:07.09,03:44:04.647,00:04:48.656,03:48:53.303,02:12:18.292,06:01:11.595
802,803.0,1430,Jose Garnham,CHI,M,M50-54,AG,76.0,652.0,714.0,False,00:38:55.139,00:38:55.139,00:04:54.20,00:43:49.339,03:00:06.195,03:43:55.534,00:04:48.551,03:48:44.085,02:12:41.19,06:01:25.275
803,804.0,1184,Rodrigo San Martin,CHI,M,M50-54,AG,77.0,653.0,715.0,False,00:50:03.867,00:50:03.867,00:05:35.605,00:55:39.472,02:55:01.059,03:50:40.531,00:03:43.738,03:54:24.269,02:07:01.409,06:01:25.678
804,805.0,773,Carlos Benavente,CHI,M,M35-39,AG,108.0,654.0,716.0,False,00:43:56.453,00:43:56.453,00:06:49.589,00:50:46.042,02:52:08.972,03:42:55.014,00:09:01.164,03:51:56.178,02:09:30.511,06:01:26.689
805,806.0,556,Moira Paz Mella Donoso,CHI,F,F40-44,AG,14.0,63.0,717.0,False,00:43:33.72,00:43:33.72,00:06:30.029,00:50:03.749,03:00:53.43,03:50:57.179,00:05:30.852,03:56:28.031,02:05:02.193,06:01:30.224
806,807.0,963,Daniel Bizama,CHI,M,M40-44,AG,136.0,655.0,718.0,False,00:38:52.824,00:38:52.824,00:06:20.433,00:45:13.257,02:45:49.617,03:31:02.874,00:08:08.781,03:39:11.655,02:22:19.151,06:01:30.806
807,808.0,1226,Andres Lagies Rapp,CHI,M,M45-49,AG,110.0,656.0,719.0,False,00:43:26.943,00:43:26.943,00:07:34.036,00:51:00.979,03:09:10.981,04:00:11.96,00:04:21.781,04:04:33.741,01:56:59.647,06:01:33.388
808,809.0,1035,Danitza Silva,CHI,F,F35-39,AG,20.0,64.0,720.0,False,00:40:24.315,00:40:24.315,00:06:36.126,00:47:00.441,03:11:01.746,03:58:02.187,00:09:08.301,04:07:10.488,01:54:28.541,06:01:39.029
809,810.0,1191,Santiago Alvarez,CHI,M,M30-34,AG,110.0,657.0,721.0,False,00:40:44.953,00:40:44.953,00:05:56.023,00:46:40.976,02:53:59.566,03:40:40.542,00:08:56.758,03:49:37.30,02:12:02.588,06:01:39.888
810,811.0,1022,Jorge Prieto,CHI,M,M55-59,AG,21.0,658.0,722.0,False,00:44:43.516,00:44:43.516,00:06:43.545,00:51:27.061,03:06:35.907,03:58:02.968,00:03:49.554,04:01:52.522,02:00:00.257,06:01:52.779
811,812.0,432,Martín Urenda,CHI,M,M18-24,AG,23.0,659.0,723.0,False,00:36:01.253,00:36:01.253,00:05:49.039,00:41:50.292,03:05:47.532,03:47:37.824,00:04:00.812,03:51:38.636,02:10:16.858,06:01:55.494
812,813.0,1564,Andres Jimenez,CHI,M,M18-24,AG,24.0,660.0,724.0,False,00:45:34.731,00:45:34.731,00:05:44.503,00:51:19.234,03:06:06.562,03:57:25.796,00:04:56.422,04:02:22.218,01:59:36.436,06:01:58.654
813,814.0,872,Pascale Ritter Van de Kamp,CHI,F,F30-34,AG,12.0,65.0,725.0,False,00:46:27.082,00:46:27.082,00:05:42.773,00:52:09.855,02:57:23.957,03:49:33.812,00:04:09.273,03:53:43.085,02:08:18.073,06:02:01.158
814,815.0,893,Luis Felipe Leiva,CHI,M,M30-34,AG,111.0,661.0,726.0,False,00:40:42.587,00:40:42.587,00:05:49.955,00:46:32.542,03:05:10.352,03:51:42.894,00:03:37.176,03:55:20.07,02:06:50.264,06:02:10.334
815,816.0,1337,Cristian Franyola,CHI,M,M55-59,AG,22.0,662.0,727.0,False,00:47:09.061,00:47:09.061,00:06:05.618,00:53:14.679,02:51:14.879,03:44:29.558,00:05:05.164,03:49:34.722,02:12:42.799,06:02:17.521
